text,label
"Is it possible to add a 'drag and drop' file upload feature to BloomCRM, it would make uploading documents so much easier.",feature_request
I'd like to know if there are any upcoming webinars or training sessions for Aviato that I can attend,other
"The Tracksy mobile app is crashing every time I try to log in, please help!",technical_issue
"The Tracksy iOS app is not syncing with the web app, data is not being updated.",technical_issue
"I've been trying to upload a file to BloomCRM for hours, but it keeps failing with a 'Server Error' message.",technical_issue
I'd like to request a demo of your product to see if it's a good fit for our company,other
"I've noticed that the Aviato dashboard is slow to load, can you optimize the performance?",technical_issue
"I've been using Aviato for a while now, and I was wondering if you offer any certification programs for power users?",other
"I'd love to see a feature in Aviato that allows me to create custom workflows, so I can automate repetitive tasks.",feature_request
"I need to change my billing date for BloomCRM, is this possible and how do I do it?",billing
"I'd like to know more about integrating Tracksy with BloomCRM, is there a webinar or tutorial available?",other
"I'm experiencing a weird bug in BloomCRM where contacts are being duplicated, can you look into this?",technical_issue
"I love using BloomCRM, but I was wondering if you have any plans to expand into the Asian market?",other
"I'm interested in learning more about your company culture, do you have any job openings available?",other
"I'm trying to find the Aviato user manual, can you please provide a link?",other
It would be great if Aviato had a 'single sign-on' feature for easier login.,feature_request
I'd love to see a feature in Aviato that allows me to track team performance metrics.,feature_request
"I've been trying to upload a file to Aviato, but it keeps failing with a 'server error' message.",technical_issue
Is it possible to add a 'drag and drop' feature for uploading files in BloomCRM?,feature_request
Can you please clarify the difference between the 'Pro' and 'Enterprise' plans for BloomCRM?,other
"I'm experiencing issues with the Aviato desktop app, it's not launching and I'm getting a crash report.",technical_issue
"I love the idea of Tracksy, but the user experience is really frustrating and cluttered, can you do something about it?",complaint
"I'm looking for a way to create custom reports in Aviato, can you point me in the right direction?",other
Is it possible to add a 'repeat task' option in Tasksy so we don't have to recreate recurring tasks every week?,feature_request
"I'm trying to integrate Aviato with BloomCRM, can you provide some guidance on how to do this?",other
I'd love to get some feedback on our company's sales strategy and see if BloomCRM can help us improve it,other
"The Tracksy mobile app is not updating in real-time, it's taking hours for changes to sync.",technical_issue
"I need to change my billing date for Tracksy to the 15th of each month, is this possible?",billing
"The search function in BloomCRM is not working, it's not returning any results even though I know the contacts are in the system.",technical_issue
I'd like to request a demo of BloomCRM to see if it's a good fit for our business - can someone contact me to schedule a time?,other
"I was expecting a more personalized experience with Tracksy, but it feels like we're just another faceless customer, very disappointing.",complaint
"I've been a loyal customer of BloomCRM for years, but lately, the service has been really underwhelming.",complaint
"The BloomCRM calendar is not syncing with my Google Calendar, can you help me resolve this?",technical_issue
"Can you send me a copy of my latest invoice for BloomCRM, I need it for my records",billing
"I'm getting a 'sync failed' error when trying to connect my Google Drive to Aviato, please assist.",technical_issue
"I'm really disappointed in the lack of transparency from the company, it's like you're hiding something from us.",complaint
I'm looking for some guidance on how to use Tracksy to track our sales pipeline - are there any tutorials or webinars available?,other
"The UI for the new Aviato dashboard is not loading properly, it's just a blank screen.",technical_issue
"My team is experiencing issues with the Tracksy mobile app, it crashes every time we try to access the project dashboard.",technical_issue
"I'd love to see a new integration with Tracksy and Slack, that would make communication with my team so much easier.",feature_request
"The BloomCRM email template editor is not working, it's not allowing me to save changes or add new templates.",technical_issue
"I'm getting an 'invalid credentials' error when trying to log in to Tracksy, but I know my password is correct.",technical_issue
"I want to downgrade my plan in Tracksy but I'm not sure how it will affect my billing, can you advise?",billing
I think it would be awesome if Aviato had a mobile app for on-the-go access to our project management dashboard.,feature_request
"I'm trying to upgrade my Aviato subscription, but the website is saying I have an outstanding balance, even though I just paid my invoice",billing
"The Tracksy integration with Google Calendar is not working, events are not syncing correctly, can you look into this?",technical_issue
"I'm experiencing issues with the Tracksy notification system, I'm not receiving any notifications even though I've set them up correctly.",technical_issue
"I think it would be really helpful if BloomCRM had a feature that allowed us to set up customer segmentation, based on behavior and demographics.",feature_request
"The onboarding process for new employees on our Tracksy account has been a nightmare, can we get some help?",complaint
"I'm being charged for a feature in Aviato that I don't use, can I get a refund or downgrade my subscription?",billing
"I love the idea of Tracksy, but the execution is just not there, it's like you're trying to be too many things at once.",complaint
Can we get an option to export reports in CSV format from Aviato?,feature_request
"I'm not sure what's going on with Tracksy, but the overall vibe of the product feels really unpolished and unprofessional.",complaint
"The Tracksy mobile app is crashing when I try to access the task list, can you provide an update or patch to fix this issue?",technical_issue
"Aviato's user management is not working, I'm unable to add or remove users from my team.",technical_issue
"I'm trying to update my payment method in BloomCRM but it's not letting me, can you help?",billing
"I'm really disappointed in the direction that Tracksy is headed, it feels like you're abandoning your core values and mission.",complaint
Where can I find more information about the Aviato API and how to use it to integrate with my own app?,other
Can you add a feature to BloomCRM that allows us to personalize email templates with customer names and company logos?,feature_request
"Can someone assist me with changing my billing date for Aviato, I need it to be on the 15th of each month instead of the 1st",billing
"I've been trying to pay my invoice for BloomCRM but the payment keeps failing, what's going on?",billing
Can you explain why I was charged $50 more than usual this month for my BloomCRM subscription?,billing
Can you please add a ' Gamification' feature to Tracksy to encourage team engagement?,feature_request
"Can you confirm if my Aviato subscription is still active, I haven't received any emails or updates recently?",billing
"I've been trying to cancel my BloomCRM subscription for weeks but I'm still being charged, please assist me",billing
I think it would be really useful if BloomCRM had a built-in reporting tool that could generate insights on customer engagement.,feature_request
"I'm being charged for two separate subscriptions to Tracksy, can you merge them into one account?",billing
"I don't understand why Aviato can't seem to get the basics right, it's not that hard to provide a decent user experience.",complaint
"I was double charged for my Tracksy subscription this month, can you please refund the extra payment?",billing
"Can you please confirm if my payment for Aviato was successful, I haven't received a confirmation email yet?",billing
"It would be really helpful if BloomCRM had a mobile app, I'm always on the go and need to access client info quickly.",feature_request
"I'm trying to figure out how to use the new Aviato dashboard, can someone provide a tutorial or guide?",other
"It would be great if Aviato had a built-in task assignment feature, that would make it easier to delegate work to my team.",feature_request
"It's really frustrating that I have to manually update customer information in BloomCRM, can you add an auto-update feature?",feature_request
"I've tried to like BloomCRM, I really have, but it's just too frustrating to use on a daily basis.",complaint
"I wish Tracksy had a mobile app, it's really hard to use on my phone's browser.",feature_request
"I was really excited to start using Tracksy, but the more I use it, the more I realize it's just not for me, it's too complicated.",complaint
"I'm not sure what's going on with BloomCRM, but it feels like the company is just trying to make a quick buck off its customers.",complaint
"I'm wondering if you could add a feature to Aviato that allows me to duplicate entire projects, that would save me so much time.",feature_request
"I feel like I've been misled about what Aviato can do, it's just not living up to the hype.",complaint
"BloomCRM is supposed to make my job easier, but so far it's just been a source of stress and anxiety.",complaint
"I'm trying to upgrade my BloomCRM plan, but the payment page is saying my credit card is declined, even though I just used it yesterday",billing
"I'm having trouble logging into Aviato, it just keeps saying my password is incorrect even though I know it's right.",technical_issue
"I'm really disappointed in the lack of transparency from the BloomCRM team, it's hard to trust the company.",complaint
I'm trying to learn more about the best practices for using Tracksy to manage our team's tasks and projects - are there any resources available?,other
"What is the billing cycle for Tracksy, is it monthly or annually?",billing
"I've been charged for a feature in Aviato that I don't use, can I get a refund for this?",billing
"Are there any resources available for learning more about Tracksy, such as webinars or tutorials?",other
"The onboarding process for new users in Aviato is really poorly designed, I had to figure everything out on my own.",complaint
"I'm not sure what's going on with BloomCRM, but it just feels like it's not designed for a business of our size, too many unnecessary features.",complaint
Are there any plans to expand the features of Tracksy to include more project management tools?,other
"I'm really frustrated with the lack of transparency around Tracksy's roadmap and future plans, it's hard to plan for the future.",complaint
"I wish BloomCRM had a mobile app, it would make it so much easier to manage my contacts on the go.",feature_request
Are there any upcoming webinars or training sessions for BloomCRM that I can attend?,other
"I'd like to request a refund for the last month of BloomCRM, as I didn't use the service, can this be processed?",billing
"I'd like to request some information on the Tracksy API, I'm interested in integrating it with my own application.",other
Is it possible to add a feature to export data from Aviato into CSV files?,feature_request
"What are the system requirements for running Tracksy, I want to make sure my hardware is compatible?",other
"Can you tell me why my Aviato subscription was put on hold due to a payment issue, I thought I had enough funds",billing
"I'm interested in learning more about your company's history and mission, can you share some information?",other
"I'm being charged for additional features on BloomCRM that I don't use, can I remove them?",billing
"I don't understand why Tracksy can't seem to get the little things right, it's frustrating to deal with.",complaint
Do you have a sandbox environment where I can test and play around with BloomCRM's features?,other
"I don't know how much more of Tracksy I can take, the frustration is really getting to me.",complaint
"I'm being charged for a feature I don't use in Tracksy, can I get a refund or downgrade my plan?",billing
I've been charged twice for my Aviato subscription and I'd like a refund for the extra charge as soon as possible.,billing
"I need to add a new payment method for my Tracksy subscription, how do I do that?",billing
"I love the idea of Tracksy, but the constant updates and changes are giving me whiplash, can't you just leave it alone for a bit?",complaint
"I'm being charged tax on my subscription to BloomCRM, but I'm tax exempt, can you please adjust my billing accordingly?",billing
"The Aviato login page is not loading, it's just a spinning wheel, please help!",technical_issue
"I've been using Aviato for a while now and I really wish there was an option to customize the notification emails, they're really generic.",feature_request
"It would be great if Aviato had a feature to create custom workflows, so we can tailor the platform to our business needs.",feature_request
"The Aviato website is not responding, I've tried accessing it from different browsers and devices but it's still down.",technical_issue
"Can't access the reporting feature in Tracksy, it says 'access denied' even though I'm an admin.",technical_issue
"I wish there was a way to customize the notification settings in Aviato, I'm getting too many emails.",feature_request
What is the best way to get in touch with the Aviato team for general questions and inquiries?,other
I'm interested in learning more about the potential for custom development and integration with Tracksy - can I schedule a call to discuss further?,other
I wish BloomCRM had an integration with Google Drive for easier file sharing,feature_request
"I'm trying to decide between Aviato and a competitor, can you help me understand what sets your product apart?",other
"Can you please help me understand the data retention policies for Aviato, I have some compliance questions",other
"The Tracksy automated reporting feature is not sending emails as scheduled, can you help me troubleshoot the issue?",technical_issue
"I've been charged for a full year of BloomCRM, but I only wanted to sign up for a month, can you please refund the difference",billing
"I've tried to get on board with Aviato, but the onboarding process is so confusing, I just can't seem to get started.",complaint
"I'm trying to implement Tracksy into my business, but I need some guidance on how to get started, can someone help me?",other
"I'm trying to update my payment method in BloomCRM, but it's not accepting my new credit card info, can you help?",billing
"The communication from the Aviato team has been sparse and unhelpful, we need more guidance.",complaint
"I'm looking for some best practices on how to use your product to improve our sales workflow, can you provide some resources?",other
"I'm experiencing issues with the Aviato search function, it's not returning the correct results, can you assist me with this?",technical_issue
"I'm extremely disappointed with the overall performance of Aviato, it's been a letdown since we switched from Tracksy.",complaint
"It would be great if Aviato had a feature to automate email follow-ups, that would save me so much time.",feature_request
"I'm extremely dissatisfied with the overall performance of Aviato, it's been a letdown since we signed up.",complaint
"I've had it up to here with BloomCRM, the constant bugs and glitches are just the tip of the iceberg, the real problem is the poor design.",complaint
"The Aviato dashboard is not loading properly, it's just a blank page with a spinning wheel.",technical_issue
Can you please add a 'dark mode' option to the Aviato interface?,feature_request
"I'm trying to update my payment method in BloomCRM but it's not accepting my new credit card, can you help?",billing
The ability to set custom reminders in Tracksy would be a game-changer for our team.,feature_request
"I'm concerned that Tracksy is not taking customer feedback seriously, my suggestions have been ignored for months.",complaint
"I've been using BloomCRM for months now and I still can't get used to the navigation, it's just not intuitive.",complaint
"When I try to create a new project in Tracksy, I get a 'database connection error' message, please help.",technical_issue
"I'm having trouble with the Tracksy data import feature, it's not recognizing the CSV file format.",technical_issue
"I don't know how much more of this I can take, Tracksy is just causing more problems than it's solving, it's really frustrating.",complaint
"I'd like to inquire about potential partnership opportunities with your company, specifically regarding Tracksy integration",other
The new update to Aviato has made the platform feel even more cluttered and confusing.,complaint
"I'm extremely dissatisfied with the direction BloomCRM is headed, it's like you're abandoning your core values.",complaint
"It would be great if Tracksy had a feature that allowed us to set up recurring tasks, that way we could automate routine work.",feature_request
"Tracksy's calendar integration is not working for me, I've tried reinstalling the plugin but nothing seems to work.",technical_issue
"I'm shocked at how unhelpful the Tracksy onboarding process was, it's like you guys don't care about new customers.",complaint
"I'm trying to upload a file to Aviato, but it's not working and I'm getting a 'file type not supported' error.",technical_issue
"I'm getting an error when trying to pay my Aviato invoice, can you look into this?",billing
"The BloomCRM mobile app keeps crashing every time I try to sync my contacts, please assist ASAP.",technical_issue
"I'm worried that Aviato is becoming too bloated and complex, can we please get back to the simplicity that made it great in the first place?",complaint
"I'm looking for a CRM that integrates with Tracksy, can you recommend any options?",other
"I've been charged for a year's subscription to Aviato, but I only wanted to pay monthly, can you please refund me the difference?",billing
How do I get a copy of my previous invoices for BloomCRM?,billing
"The BloomCRM opportunity pipeline is not displaying the correct data, it's showing outdated information and missing some key deals.",technical_issue
"I'm trying to decide between your product and a competitor, can you provide some comparison information?",other
"I've been charged twice for my Aviato subscription this month, can you please look into this and refund the extra charge?",billing
"Are there any user groups or communities for Aviato users, I'd love to connect with other customers",other
Can you please explain the pricing difference between the basic and premium plans for BloomCRM?,billing
"I was charged twice for the same month of Aviato, can you please look into this?",billing
"I just got a notification that my payment for BloomCRM failed, but I know I have enough money in my account, can you look into this?",billing
"I need help finding the right Aviato plan for my business, can you help me compare the different options?",other
Who can I contact for more information on custom implementation and onboarding for Aviato?,other
"It's really frustrating that I have to manually export data from Aviato every week, can you add a scheduling feature?",feature_request
"Can you help me understand the pricing for Aviato's premium features, I'm not sure what I'm being charged for",billing
"Aviato's filter function is not working as expected, it's not filtering out the correct results.",technical_issue
"It's really important for our business to have a feature to track customer interactions in BloomCRM, can you prioritize this?",feature_request
"I need to change my payment method to a different credit card for my Aviato subscription, how do I do this?",billing
"I'm so fed up with the constant 'update available' notifications on BloomCRM, can't you just make it automatic?",complaint
"I'd like to know if it's possible to use Aviato for personal projects, or if it's only meant for businesses?",other
"My company uses a purchase order system, how do I set this up for our BloomCRM account?",billing
I'd love to see a feature in Tasksy that allows us to assign tasks to multiple team members at once.,feature_request
"I'm so frustrated with the lack of empathy and understanding from your team, Aviato, it feels like you're not taking our concerns seriously.",complaint
"The Aviato dashboard is slow to load and often times out, can you please optimize the performance?",technical_issue
"I wish Tracksy had a feature to integrate with our Slack channel, so we can get notifications and updates in real-time.",feature_request
I'm interested in learning more about the BloomCRM customer support team and what kind of resources are available,other
"I'm being charged for two separate Aviato subscriptions, can you please help me cancel one of them?",billing
"I've been trying to use the new reporting feature in Aviato, but I keep getting an error message saying ' unable to generate report'.",technical_issue
What are the requirements for becoming a certified Aviato partner?,other
"I think it would be really useful if Aviato had a knowledge base or wiki feature, that would make it easier to share information with my team.",feature_request
What's the process for becoming a certified partner or reseller of Tracksy?,other
"I'm starting to regret choosing Aviato, the customer support has been subpar and unhelpful.",complaint
Is it possible to add a recurring payment option to the invoice feature in Aviato?,feature_request
"The Tracksy dashboard is not loading for me, I've tried refreshing and clearing my cache but nothing works.",technical_issue
Can I get a detailed breakdown of the charges on my last BloomCRM invoice?,billing
"I need to add another user to my Aviato account, will this change my billing cycle?",billing
"Is there any way to add a time-tracking feature to Aviato, so I can see how much time my team is spending on each project?",feature_request
"I'd like to pay my BloomCRM invoice over the phone, is this an option?",billing
"I'd love to learn more about the team behind Aviato, can you share some company history?",other
Are there any plans to expand the BloomCRM mobile app to include more features from the web version?,other
"I don't understand why you're prioritizing new features over fixing the existing issues with Tracksy, it feels like you're not listening to your customers.",complaint
"I've been experiencing intermittent errors with Aviato's payment processing, can you investigate?",technical_issue
"I've been trying to integrate Mailchimp with BloomCRM but it's not working, getting a 'connection timeout' error.",technical_issue
"I'm interested in integrating Aviato with my existing CRM system, do you have any documentation on how to do this?",other
"The overall user experience of Aviato is just not what I expected, it's been a letdown.",complaint
"I'm fed up with the whole Aviato experience, it's like you're not even trying to make it user-friendly.",complaint
"I'd love to see a new report type in Tracksy that shows customer engagement metrics, can you make that happen?",feature_request
"I'm trying to upgrade to the premium plan of Aviato but the payment isn't going through, can you help me?",billing
"The Tracksy file upload limit is not working, it's allowing files that are too large to be uploaded.",technical_issue
"I've noticed that Aviato's updates often cause more problems than they solve, it's like you're not testing them thoroughly before release.",complaint
I'd like to learn more about the BloomCRM API and how I can use it to integrate with my own applications,other
"It would be great if Tracksy had a calendar view option, so I can see all my tasks and deadlines in one place.",feature_request
"I've had it with BloomCRM's constant 'updates' that never seem to fix anything, just make things worse.",complaint
"I'm fed up with the Aviato support team, they never seem to take my issues seriously.",complaint
Can you explain the difference between the various subscription plans you offer for Aviato?,other
It would be so helpful if Tracksy had a reporting feature that could give me insights on my team's performance.,feature_request
"I'm receiving an error message when trying to pay my invoice for Tracksy, can you please help me resolve this?",billing
I think Aviato should have a collaboration tool that allows multiple users to edit documents simultaneously.,feature_request
"Aviato's search function is not working, it's not returning any results even when I search for exact names.",technical_issue
I was supposed to get a refund for my cancelled Tracksy subscription but I haven't received it yet,billing
"I want to put my Tracksy subscription on hold for a few months, will I still be charged during this time?",billing
Can you please explain why my Aviato subscription was put on hold due to a payment issue?,billing
"The onboarding process for BloomCRM was a joke, I had to figure everything out myself and it took way too long.",complaint
"The Tracksy mobile app keeps crashing when I try to log in, I've tried restarting my phone but the issue persists.",technical_issue
"I've noticed that the BloomCRM plugin for Chrome is causing my browser to freeze, can you investigate this issue?",technical_issue
"Can you please add a feature to Aviato that allows us to set up automatic reminders, that way we can stay on top of deadlines?",feature_request
"I'm trying to integrate BloomCRM with my website, but the API keys are not working.",technical_issue
"Aviato's dashboard is not loading for me, just a blank page with a loading icon that never stops.",technical_issue
"I'm extremely disappointed with the overall feel of Aviato, it's just not what I expected when I signed up.",complaint
Can you explain why I was charged $50 more than my usual subscription fee for Aviato this month?,billing
"I've had a payment fail for my BloomCRM subscription, can you try processing it again?",billing
"I'm experiencing issues with the UI on BloomCRM, the buttons and menus are not responding to clicks.",technical_issue
"It's really important that we get a feature to set up custom permissions in Aviato, can you prioritize that?",feature_request
"I need to add a new payment method to my Aviato account, but I'm not seeing the option to do so",billing
"I've been patient with Tracksy, but the lack of progress is alarming, it's like you're not listening to feedback.",complaint
"The Tracksy reporting dashboard is showing incorrect data, can you investigate this discrepancy?",technical_issue
"I'm fed up with the lack of transparency regarding Tracksy's downtime and maintenance schedules, it's affecting my business.",complaint
"I'm trying to find a SaaS product that offers a free trial, does Aviato have one?",other
"The BloomCRM reporting feature is not generating reports, it just says 'no data available'.",technical_issue
Can you explain the pricing difference between the basic and premium plans for Aviato?,billing
"I'm trying to find a way to customize the dashboard in Aviato, can you point me in the right direction?",other
"I'd love to see a feature in Aviato that allows us to create custom reports, so we can analyze our project data in more detail.",feature_request
"When I try to export data from Aviato, I get a 'failed to generate report' error, can you help me with this?",technical_issue
"I've set up the integration between Tracksy and BloomCRM, but the data is not syncing correctly, can you help me troubleshoot?",technical_issue
"I'm looking for a partner to help me implement BloomCRM, can you recommend any reputable companies?",other
"The Aviato API is returning a '401 Unauthorized' error, even though I've verified my API key.",technical_issue
"I wish Aviato had a customizable dashboard, it would be great if we could add our own widgets and layout.",feature_request
"I feel like I'm being nickel and dimed with BloomCRM, it's just too expensive for what it is.",complaint
Can you tell me more about the company's approach to data security and compliance with regards to Tracksy?,other
Does Aviato have a community forum or support group for users to connect and share tips?,other
"I think there's been a mistake with my Tracksy billing, I was charged for the wrong plan, can you fix this?",billing
"BloomCRM's autocomplete feature for contact names is not working, it's not suggesting any names.",technical_issue
"BloomCRM's tutorials are unclear and don't provide enough guidance for new users, I've had to figure everything out on my own.",complaint
"Aviato's customer support has been really unhelpful so far, I'm starting to feel like I'm on my own.",complaint
Is it possible to integrate Tracksy with our existing Slack channel for real-time updates?,feature_request
"I'd like to request a detailed breakdown of the charges on my Tracksy invoice, as I'm not sure what some of the line items are for",billing
"In Aviato, the 'Export to CSV' feature is not working, it just gives me a blank file, can you fix this?",technical_issue
"I wish Aviato had a built-in calendar view for scheduling tasks, it would make my workflow so much easier.",feature_request
"I've been trying to integrate Aviato with our Google Drive account, but it keeps failing with a 'connection timeout' error.",technical_issue
I've been using BloomCRM for a while now and I was wondering if there's a way to customize the dashboard to fit my team's needs?,other
"I'm having trouble with the Aviato mobile app, it crashes every time I try to open it.",technical_issue
"I need a detailed breakdown of my BloomCRM subscription costs, can you please provide me with an invoice",billing
"Aviato's customer support has been really unhelpful so far, I've been waiting for days to get a simple question answered.",complaint
"The onboarding process for BloomCRM was a joke, we were left to figure everything out on our own, very frustrating.",complaint
"The BloomCRM dashboard is displaying incorrect data, it's showing old information even though I've updated it, can you help me fix this?",technical_issue
"I wish BloomCRM had a built-in phone system, it would make it so much easier to make calls to clients.",feature_request
"How do I update my payment method for BloomCRM, I've tried going through the settings but it's not working",billing
"I'm looking for a way to automate some tasks in BloomCRM, are there any integrations or tools that can help?",other
"The Aviato data export feature is not working, it's just generating a blank CSV file.",technical_issue
"In Aviato, the 'Chart View' is not displaying correctly, it's showing a blank screen, can you fix this issue?",technical_issue
"I'm frustrated with the direction Aviato is headed, it's like you're abandoning your core user base.",complaint
I've been using Aviato for a while now and I'm curious to know what kind of career growth opportunities are available within the company?,other
"I feel like I've been misled about the capabilities of BloomCRM, it's not delivering on the promises made during the sales pitch.",complaint
"The 'Create New Project' button in Aviato is greyed out and I'm not sure why, can you assist me with this issue?",technical_issue
Can you please send me a copy of my invoice for BloomCRM for my records?,billing
Can you add a feature to BloomCRM to allow multiple users to collaborate on a single task?,feature_request
"I'm loving Tracksy so far, but I think it would be amazing if you could integrate it with Google Calendar.",feature_request
"It would be great if Tracksy had a feature to integrate with our existing customer support tool, Zendesk.",feature_request
"I've been trying to log in to Aviato for hours but it keeps saying my password is incorrect, even though I've reset it multiple times.",technical_issue
"I'm being charged for a feature in BloomCRM that I don't use, can I get a refund or switch to a different plan?",billing
"Can you add a feature to Aviato that allows me to @mention team members in comments, that would be super helpful.",feature_request
"I've been charged twice for my Aviato subscription this month, can you please look into this and refund the extra charge?",billing
"I'd like to learn more about the different roles and responsibilities within your company, can you share some information?",other
"I'm getting a '404 not found' error when trying to access the Aviato API documentation, can you fix this?",technical_issue
"Every time I try to upload a file to Aviato, I get a 'server error' message, what's going on?",technical_issue
"Can you please add a feature to BloomCRM that allows me to create custom email templates, so I can save time and effort?",feature_request
"Can you tell me more about the Tracksy integration with Google Drive, I'm having trouble finding the settings?",other
How do I get a refund for my Tracksy subscription if I'm not satisfied with the service?,billing
"It would be great if Tracksy had a feature to set up recurring tasks, can you add that to the next update?",feature_request
"How do I add a new payment method for my BloomCRM account, I've tried but it's not working",billing
"Error message 'invalid token' when trying to login to Tracksy, I've tried clearing cookies and cache.",technical_issue
Can someone from the Aviato team provide some guidance on how to optimize my workflow using the tool?,other
"The search function in Tracksy is not working, it's not returning any results even though I know the data is there.",technical_issue
"Can you please confirm if my subscription to Aviato is still active, I haven't received any emails or notifications recently?",billing
"Aviato's reporting features are really lacking, I need to be able to get more detailed insights into our team's performance.",complaint
"I'm trying to cancel my Tracksy subscription, but the website says I have an outstanding balance, what's going on?",billing
"I've been using Tracksy for months now and I still can't get used to the clunky interface, it's really frustrating.",complaint
"I'm extremely disappointed with the overall user experience of Aviato, it's been a nightmare to navigate and find what I need.",complaint
"I think a great addition to Tracksy would be a project management tool, that would make it a one-stop shop for me.",feature_request
"I'd love to see a 'task assignment' feature in Tracksy, similar to what's available in Trello",feature_request
"I've been a loyal customer of Tracksy for years, but the recent changes have made me question my loyalty, it's just not the same product anymore.",complaint
Can you please add a feature to Tasksy that allows us to set priorities for tasks based on their urgency and importance?,feature_request
"Why did my subscription to Tracksy automatically renew, I thought I had cancelled it?",billing
The ability to track website visits and interactions in Aviato would be incredibly valuable.,feature_request
"I'm at my wit's end with Aviato, the lack of attention to detail is staggering, it's like you're not even trying.",complaint
Can you please add a 'mark as unread' option for messages in Tracksy?,feature_request
"I'm having trouble with the email template editor in BloomCRM, it's not saving my changes.",technical_issue
"I've been using BloomCRM for months now and I have to say, the user experience is really underwhelming, it's so slow and clunky.",complaint
"Can I get a refund for the past month, I forgot to cancel my Tracksy subscription before the billing date",billing
"I need a copy of my receipt for my BloomCRM subscription for tax purposes, can you please send it to me?",billing
"It's really frustrating that I have to use a third-party tool to sync data between BloomCRM and our website, can you integrate this natively?",feature_request
"I need to change my billing date for Tracksy to the 15th of each month, how can I do that?",billing
"I'm being charged for two subscriptions to Aviato, can you please help me cancel one of them?",billing
Can someone explain to me how to customize the dashboard in Aviato to fit our team's needs?,other
"I'm getting a bit tired of the constant 'loading' screens on Aviato, it's like you're not investing in your infrastructure.",complaint
"I'm interested in potentially partnering with your company, who should I reach out to?",other
"It's really important for our business to have a customizable reporting feature in Aviato, can this be added?",feature_request
"How do I access my past invoices for Aviato, I need them for tax purposes.",billing
"I wish BloomCRM had a feature to automate tasks based on specific triggers, that would save me a lot of time.",feature_request
"I've been a customer of Aviato for a long time, but the recent changes have made me realize that it's just not the right fit for me.",complaint
"I've been using Tracksy for a while now, and I have to say, the overall experience has been really underwhelming, it's just not what I expected.",complaint
"I'm trying to sign up for a free trial of Aviato, but it's asking me for payment information, is this correct?",billing
"Can you tell me more about the career opportunities available at your company, I'm interested in the sales team",other
"Can you tell me more about the career opportunities available at Aviato, specifically in the marketing department?",other
"I need to update my billing address in BloomCRM, how do I do this?",billing
I'd love to see an integration with Google Drive in Aviato for seamless file sharing.,feature_request
Can you add a feature to BloomCRM that allows us to set up custom fields for customer profiles?,feature_request
"I'm on the verge of cancelling my subscription to Tracksy, the overall experience has been really disappointing.",complaint
I think it would be really helpful if Aviato had a feature to automatically assign tasks to team members based on their workload.,feature_request
"Can you send me an invoice for my Tracksy subscription for the past year, I need it for tax purposes",billing
It would be great if Aviato had a feature to automatically assign tasks to team members based on their workload.,feature_request
"The UI for the new feature in Aviato is not rendering properly, the buttons and menus are overlapping and it's unusable.",technical_issue
I've been hearing great things about Aviato and I'm interested in learning more about the company history and mission.,other
"I love the idea of BloomCRM, but the user experience is really clunky and unintuitive, can you guys do something about it?",complaint
"The BloomCRM search function is not working as expected, it's returning irrelevant results and missing some key contacts.",technical_issue
"Every time I try to upload a file to Tracksy, I get a 'server error' message, what's going on?",technical_issue
Can you please add a feature to Aviato to allow multiple users to collaborate on a project at the same time.,feature_request
I was wondering if you could add a feature to Aviato that allows us to assign tasks to multiple people at once?,feature_request
"I wish there was a way to set up a knowledge base in Aviato, so we could document our processes and procedures.",feature_request
"I've tried to give BloomCRM a chance but honestly, the more I use it, the more frustrated I get with the lack of attention to detail.",complaint
What are the system requirements for running BloomCRM on a local server?,other
"I think it would be really helpful if BloomCRM had a feature to create teams and assign roles, so I can control who has access to what.",feature_request
Can we get an option to customize the layout of the dashboard in Aviato to fit our team's specific needs?,feature_request
"I'm starting to regret investing in Tracksy, the workflow is so clunky and unintuitive, it's hindering our team's productivity.",complaint
"TheTracksy mobile app is really slow and keeps crashing, it's making it hard to use on the go.",complaint
It would be amazing if Aviato had a 'prediction analytics' feature to forecast sales trends.,feature_request
"I need to add a new payment method for my BloomCRM subscription, can you walk me through the process?",billing
"The lack of consistency in BloomCRM's design is jarring and makes it difficult to use, it feels like different parts of the app were made by different teams.",complaint
"I'm trying to evaluate the total cost of ownership for BloomCRM, can you provide some guidance on what to consider?",other
"BloomCRM's onboarding process is really overwhelming, I feel like I'm drinking from a firehose and can't keep up.",complaint
"I'm extremely dissatisfied with the level of service I've received from Aviato, it's been a nightmare.",complaint
"I'm experiencing a weird issue in Tracksy where tasks are being assigned to the wrong team members, can you look into this?",technical_issue
"The BloomCRM plugin for Chrome is causing my browser to freeze, can you provide an update?",technical_issue
How do I apply a coupon code to my Aviato subscription?,billing
Is there a way to change the language settings in Tracksy to better support our international team?,other
"I'm so tired of the empty promises from BloomCRM, it's time to deliver on some real changes.",complaint
I think it would be really useful if Aviato had a feature to set different permission levels for users.,feature_request
It would be great if Aviato had a feature to automate email follow-ups for pending tasks.,feature_request
"I've noticed that the Tracksy mobile app is not updating in real-time, there's a delay of several hours.",technical_issue
"I'm being charged for two separate Aviato subscriptions, can you please look into this and refund the duplicate payment?",billing
"I want to upgrade my Aviato plan, but I don't want to be charged the prorated amount, can I just pay the full new price?",billing
"I've tried to give Aviato the benefit of the doubt, but it's clear that they're not invested in their customers' satisfaction.",complaint
